date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2022-01-24,4.3000002,4.3000002,4.02,4.1599998,3.9337928,1554700,1554700,-0.36621,-8.517,4.0846,"January 24, 22",-0.08517
2022-01-21,4.6199999,4.6500001,4.395,4.4299998,4.1891112,788200,788200,-0.43089,-9.327,4.41137,"January 21, 22",-0.09327
2022-01-20,4.6900001,4.71,4.54,4.5599999,4.3120422,1414600,1414600,-0.37796,-8.059,4.52068,"January 20, 22",-0.08059
2022-01-19,4.5300002,4.6300001,4.4400001,4.4699998,4.2269363,924100,924100,-0.30306,-6.69,4.43231,"January 19, 22",-0.0669
2022-01-18,4.6100001,4.6199999,4.4699998,4.5,4.2553048,741500,741500,-0.3547,-7.694,4.44843,"January 18, 22",-0.07694
2022-01-14,4.6599998,4.7350001,4.5100002,4.5799999,4.330955,927700,927700,-0.32904,-7.061,4.52532,"January 14, 22",-0.07061
2022-01-13,4.8800001,4.9299998,4.625,4.6700001,4.4160609,867500,867500,-0.46394,-9.507,4.65702,"January 13, 22",-0.09507
2022-01-12,4.6700001,4.9099998,4.6500001,4.8400002,4.576817,1337400,1337400,-0.09318,-1.995,4.71227,"January 12, 22",-0.01995
2022-01-11,4.71,4.8049998,4.6199999,4.6599998,4.4066048,1146800,1146800,-0.3034,-6.442,4.61053,"January 11, 22",-0.06442
2022-01-10,4.7600002,4.9099998,4.6149998,4.6799998,4.4255171,1215700,1215700,-0.33448,-7.027,4.65017,"January 10, 22",-0.07027
2022-01-07,4.77,4.8200002,4.625,4.6900001,4.4349737,2250400,2250400,-0.33503,-7.024,4.62666,"January 07, 22",-0.07024
2022-01-06,4.6700001,4.8600001,4.5799999,4.7600002,4.5011673,1383500,1383500,-0.16883,-3.615,4.64706,"January 06, 22",-0.03615
2022-01-05,4.75,4.8200002,4.5300002,4.6300001,4.3782363,1235700,1235700,-0.37176,-7.827,4.57608,"January 05, 22",-0.07827
2022-01-04,5.02,5.0900002,4.7800002,4.8800001,4.6146421,1212300,1212300,-0.40536,-8.075,4.82821,"January 04, 22",-0.08075
2022-01-03,5.0100002,5.1199999,4.9299998,5.0300002,4.7564855,432800,432800,-0.25351,-5.06,4.9355,"January 03, 22",-0.0506
2021-12-31,4.9299998,5.0500002,4.8600001,4.9299998,4.6619229,659700,659700,-0.26808,-5.438,4.85731,"December 31, 21",-0.05438
2021-12-30,4.6999998,4.9899998,4.6799998,4.9000001,4.6335545,1523800,1523800,-0.06645,-1.414,4.76785,"December 30, 21",-0.01414
2021-12-29,4.8400002,4.8800001,4.6399999,4.6900001,4.4349737,835700,835700,-0.40503,-8.368,4.65166,"December 29, 21",-0.08368
2021-12-28,4.9000001,4.9650002,4.8200002,4.8400002,4.576817,636700,636700,-0.32318,-6.596,4.78727,"December 28, 21",-0.06596
2021-12-27,4.9299998,4.9499998,4.5999999,4.8800001,4.6146421,747200,747200,-0.31536,-6.397,4.72155,"December 27, 21",-0.06397
